1	0	1.678702	0.819110	3.0899810753	0
2	0	0.672636	0.819110	3.0899810753	0
3	1	0.540684	0.819110	3.0899810753	1
4	1	0.606086	0.819110	3.0899810753	0
5	0	1.138057	0.819110	3.0899810753	0
6	0	0.566589	0.819110	3.0899810753	1
7	0	0.744996	0.819110	3.0899810753	0
8	0	0.823733	0.819110	3.0899810753	1
9	0	0.700013	0.819110	3.0899810753	1
10	0	0.739474	0.819110	3.0899810753	0
11	0	2.251073	0.819110	3.0899810753	1
12	1	0.582412	0.819110	3.0899810753	1
13	0	0.846976	0.819110	3.0899810753	0
14	0	0.798390	0.819110	3.0899810753	0
15	1	0.516513	0.819110	3.0899810753	0
16	0	0.596100	0.819110	3.0899810753	1
17	0	0.647663	0.819110	3.0899810753	1
18	0	2.778796	0.819110	3.0899810753	0
19	1	0.940085	0.819110	3.0899810753	0
20	0	2.120886	0.819110	3.0899810753	0
21	1	0.503272	0.819110	3.0899810753	1
22	0	0.573521	0.819110	3.0899810753	0
23	0	2.750219	0.819110	3.0899810753	1
24	0	0.677659	0.819110	3.0899810753	1
25	1	2.000407	0.819110	3.0899810753	0
26	0	0.779286	0.819110	3.0899810753	0
27	0	0.606058	0.819110	3.0899810753	0
28	0	0.675054	0.819110	3.0899810753	1
29	0	1.547416	0.819110	3.0899810753	1
30	0	0.530721	0.819110	3.0899810753	1
31	1	0.966074	0.819110	3.0899810753	1
32	0	0.519878	0.819110	3.0899810753	1
33	1	0.730525	0.819110	3.0899810753	0
34	0	0.711068	0.819110	3.0899810753	1
35	0	0.672649	0.819110	3.0899810753	1
36	0	2.212400	0.819110	3.0899810753	1
37	0	0.528913	0.819110	3.0899810753	0
38	0	1.097206	0.819110	3.0899810753	0
39	1	1.638690	0.819110	3.0899810753	1
40	0	0.521272	0.819110	3.0899810753	1
41	0	0.904239	0.819110	3.0899810753	1
42	0	0.533656	0.819110	3.0899810753	1
43	1	0.875875	0.819110	3.0899810753	1
44	0	1.080438	0.819110	3.0899810753	0
45	0	3.011333	0.819110	3.0899810753	0
46	0	0.723841	0.819110	3.0899810753	1
47	0	2.282549	0.819110	3.0899810753	1
48	1	1.588205	0.819110	3.0899810753	0
49	0	0.514406	0.819110	3.0899810753	0
50	1	2.010289	0.819110	3.0899810753	1
51	0	0.532539	0.819110	3.0899810753	0
52	0	0.595544	0.819110	3.0899810753	0
53	0	1.256935	0.819110	3.0899810753	1
54	0	0.512991	0.819110	3.0899810753	1
55	1	1.015184	0.819110	3.0899810753	0
56	0	0.887716	0.819110	3.0899810753	0
57	1	2.156694	0.819110	3.0899810753	0
58	1	0.649231	0.819110	3.0899810753	1
59	0	0.762358	0.819110	3.0899810753	0
60	0	0.619517	0.819110	3.0899810753	0
61	0	0.722689	0.819110	3.0899810753	0
62	0	0.894643	0.819110	3.0899810753	1
63	0	0.819422	0.819110	3.0899810753	0
64	0	3.342599	0.819110	3.0899810753	1
65	1	0.815713	0.819110	3.0899810753	0
66	1	1.762567	0.819110	3.0899810753	1
67	0	0.610643	0.819110	3.0899810753	0
68	0	1.081420	0.819110	3.0899810753	1
69	0	1.744068	0.819110	3.0899810753	0
70	1	0.980242	0.819110	3.0899810753	1
71	0	0.885349	0.819110	3.0899810753	1
72	1	0.529854	0.819110	3.0899810753	0
73	0	0.641956	0.819110	3.0899810753	1
74	0	0.749605	0.819110	3.0899810753	0
75	0	0.941408	0.819110	3.0899810753	0
76	0	0.756138	0.819110	3.0899810753	1
77	0	1.252401	0.819110	3.0899810753	1
78	0	0.528574	0.819110	3.0899810753	0
79	1	0.980886	0.819110	3.0899810753	0
80	0	0.753224	0.819110	3.0899810753	0
81	1	0.798346	0.819110	3.0899810753	1
82	0	0.703783	0.819110	3.0899810753	0
83	1	0.569950	0.819110	3.0899810753	0
84	0	1.948011	0.819110	3.0899810753	0
